CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Raashi Fertilize,,5.4,23.4,3.6,6.09,9.74,4.87,3.05,,1.07,1.67,0.67,,,,,,,,,,,,,,,,,,,,,,
Ishwarshakti Hol,,,,,,0.43,0.54,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
United Interacti,,,,,,,,,,,,,,,0.48,3.67,3.84,10.79,18.08,6.33,23.77,23.88,16.51,14.19,7.91,,4.14,3.74,3.41,,,2.55,7.81,10.16
Geodesic,,,,,,,,,,,0.32,,18.87,31.03,167.31,631.19,1296.53,1380.86,1642.43,576.71,1032.74,703.62,333.1,50.14,,,,,,,,,,
Sterling Guaran.,1.5,1.65,,3.0,2.63,12.6,4.41,2.62,0.98,0.82,1.44,0.95,0.85,1.37,3.34,,6.22,,,,,,,,,,,,,,4.49,4.3,3.43,9.11
Gold Rock Inves.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kappac Pharma,,,,0.67,1.73,2.31,1.42,0.35,,0.85,0.85,,,,,0.85,1.17,1.0,,0.8,3.43,79.75,39.56,134.13,2084.01,,,,,,,,,
A D S Diagnostic,1.61,1.61,16.1,,,,,,,,,,,,,2.74,,2.25,,,,,,,,,,,,,,,,
Himachal Fibres,,8.42,13.55,10.91,14.15,14.3,7.83,2.86,,,0.32,,,,,,,,,,14.6,3.79,,,,111.95,387.26,100.74,43.13,22.25,9.83,19.41,47.52,36.66
Quality Steels,2.43,1.8,4.05,1.68,1.34,2.35,1.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,
Schablona India,3.6,1.75,8.5,1.75,1.6,,2.84,1.58,,,1.3,0.25,,1.61,0.98,2.37,2.52,3.33,7.9,6.16,7.5,10.65,9.24,4.86,3.79,3.48,5.8,7.08,7.58,3.15,,3.26,,
Rajsanket Realty,,,,,,,,,,,,,,2.59,,,,2.34,2.24,12.03,,,,,,,,13.41,,,,,,
Hindusthan Udyog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sical Logistics,13.39,9.18,30.6,9.18,6.89,,18.75,17.95,35.6,57.5,55.14,40.39,30.33,15.58,48.66,274.2,1350.86,564.93,536.09,78.64,312.6,285.53,375.3,333.6,308.58,874.59,725.02,1458.94,1203.18,805.82,36.93,60.86,68.23,
Jupiter Inds.,,,,,0.6,1.8,1.05,0.7,,,,,0.2,,,,,,,,0.22,,0.39,,,,,,,,,0.37,,
Link House Inds.,,,,,,,,,,,,,,,,10.84,181.83,318.43,90.27,26.78,40.47,10.42,10.71,,,,,,,,,,,
Sheraton Proper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intellivate Capi,,,,,,,1.88,,,,,1.08,,,,,,,,,9.17,240.48,276.89,214.9,218.98,221.16,77.12,36.08,27.65,9.49,9.31,9.17,24.15,57.92
Centron Indl,,,,,,,,0.95,,,0.34,1.4,,,,3.05,,,,,,5.17,4.8,66.88,268.92,21.31,,,,,,,,
Sujana Univ. Ind,,1.85,11.07,5.9,5.9,9.84,7.38,7.98,7.22,,10.25,5.65,,,22.01,50.57,86.45,149.87,112.08,111.83,,70.95,65.0,10.3,21.11,28.37,21.44,22.79,11.14,4.73,3.21,,,
B S Refrigerator,22.71,22.43,43.13,28.75,63.81,96.0,59.2,22.4,16.8,26.72,20.0,6.24,,5.76,4.06,,,,,,,,,,,,,,,,,,,
KPT Industries,,,18.0,3.6,9.0,12.0,11.9,6.8,2.38,3.49,3.49,1.69,2.38,2.41,2.82,6.79,22.13,14.63,24.38,8.01,29.1,19.26,15.06,12.87,9.04,15.49,9.35,8.59,19.87,21.28,13.84,30.6,43.18,99.89
Navneet Educat.,,,10.2,10.88,80.75,95.25,139.14,100.07,77.29,593.24,358.42,320.02,,200.32,295.05,461.16,573.61,514.14,920.12,474.12,1217.2,1313.67,1380.37,1383.94,1354.17,2364.14,2010.41,3795.32,3322.36,2486.68,1417.85,1833.25,2023.48,2156.94
Satyam Silk Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shonkh Tech.,,,,,,,,,,,,105.59,20.92,8.63,7.0,9.19,,,,,,,,,,,,,,,,,,
Devinsu Trading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolcon Engg. Co.,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,,,,,,,,21.91
Grapco Inds.,,9.77,25.34,15.75,60.31,70.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayant Mercan.,,,,,,,,,,,,,,,,2.13,,12.99,,,10.25,4.32,3.86,55.69,72.13,8.69,,,,,,,,
Pix Transmission,,,,4.62,11.86,,2.98,4.04,,6.3,4.44,5.43,5.29,5.49,4.9,18.57,42.88,36.06,36.62,16.21,74.87,99.56,41.38,51.11,46.34,65.97,67.47,179.85,165.81,239.96,112.72,456.88,1159.91,1035.88
Ridhi Synthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,
Relson India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silveroak Comm,,,,,,,,,,,,,,,,,,,,,,,,3.54,1.03,1.65,0.73,0.6,1.37,0.71,,,,
GEE,,,,,,,1.01,0.48,,,,,,,,,6.05,22.46,76.77,61.43,141.64,94.74,74.78,61.43,52.57,51.98,96.28,138.33,97.46,82.69,55.05,91.9,164.9,169.11
Technvision Ven.,,,,,,,,,,,,,,,,,,1.6,19.41,7.22,11.84,10.05,15.13,8.16,15.54,13.97,57.78,126.6,69.08,82.9,131.25,120.29,155.18,113.35
Lak. Auto. Looms,,,13.73,13.73,,,15.56,,,0.61,6.71,,,,,,,,,,,,5.22,15.43,15.68,11.77,20.28,13.42,37.88,27.63,17.05,32.03,44.14,51.55
Prism Medico,,,,,,,,,,,,,,,,,5.07,2.65,3.42,1.68,6.44,12.84,9.09,3.82,3.24,3.6,,23.47,14.46,22.43,7.55,7.06,4.62,17.36
Centrum Capital,,,,,,,,,,,,1.2,57.1,116.27,26.84,66.29,,249.69,783.95,1116.71,909.07,912.36,680.91,1017.89,711.42,563.72,459.72,1454.03,2608.53,1343.79,382.75,1169.05,1075.44,785.47
Swadeshi Inds,,,,,,,1.13,0.45,0.3,0.14,0.14,0.07,0.09,,,,,,,,,,,36.4,356.99,43.81,26.4,70.64,14.06,1.45,0.8,1.05,1.7,1.47
Simplex Trading,,,,,,,,,,,,,,,,,,6.25,6.49,31.84,68.61,51.05,70.88,43.78,47.5,600.0,,,,,,,,
Joy Realty,,,1.44,1.13,,1.88,1.28,1.8,0.6,,1.2,,,,,,,,,,18.12,25.84,25.78,,,,,,,,,,4.98,7.37
Mapro Industries,,,,,,,,,,,0.68,,,,,,,,,,,,,,33.77,370.54,,,,,,,,
Madhusudan Sec.,,,,,,,,,,,,,,,,,,,,,6.14,12.6,53.83,56.0,58.82,66.09,,19.83,,,3.86,0.76,3.45,10.37
Amani Trad.& Exp,,,,,,,,,,,,,,,,,,,8.91,1.87,8.31,7.9,,,,3.57,3.43,,,,4.42,4.46,,645.05
Ritesh Intl.,,,,,,11.54,2.57,1.28,0.86,1.5,1.07,1.71,0.56,0.81,0.9,2.45,2.23,5.6,7.35,3.13,3.46,5.99,5.69,3.26,3.43,3.42,4.87,4.62,7.58,4.87,5.22,19.71,26.93,32.74
Good Value Mktg,,,1.28,15.8,10.8,99.23,32.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKP Finance,,0.8,35.0,9.0,38.06,68.8,33.28,8.96,6.02,8.96,40.26,4.67,4.35,2.56,3.33,17.38,172.67,65.09,176.32,69.91,161.28,147.02,78.02,77.05,67.1,111.57,88.08,86.56,180.24,154.72,70.7,94.7,117.77,92.37
Blue Circle Ser.,,,,,,,,,,,,,,,,,,,,,,49.3,1534.16,185.16,218.53,59.01,72.03,81.18,72.94,,,,,
Anshuni Commerc.,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
Punit Commercial,,,,,,,,0.17,,,,,,,,,0.17,0.6,,0.69,,,0.41,,,,,,,,,,,43.95
Rajath Finance,,,,,1.2,,,,,,,,,,,,,,,,39.92,77.82,84.7,72.26,75.6,14.32,5.94,2.89,,,,,3.51,5.64
Superhouse Ltd,,6.35,22.86,8.26,8.57,22.4,12.08,7.76,3.82,16.02,9.55,7.88,6.28,5.54,11.32,38.81,29.71,47.57,22.42,21.36,52.64,50.55,53.2,52.7,102.81,229.65,152.7,158.37,140.79,134.51,67.42,135.61,179.27,259.86
Emergent Indust.,,,,,,,,,,,,,,,,,,,,,,8.18,18.81,46.61,,,56.03,57.81,58.22,59.23,48.05,,,41.59
Cont. Chemicals,,,,,,,,,0.5,0.35,,,,,,,,,,,,,,,,,,,0.78,1.05,5.15,2.99,28.92,17.28
Trend Electronic,,,80.63,21.56,29.25,26.25,13.88,5.63,3.75,6.41,33.75,8.33,8.21,11.06,29.36,56.44,57.83,40.84,24.38,27.94,,70.73,25.31,24.56,20.25,16.54,15.83,13.76,8.76,,,,,
IL&FS Inv.Manag.,,,,39.2,42.21,39.2,15.56,21.71,14.47,,,,27.49,25.13,43.53,101.12,317.76,334.23,656.9,346.88,812.2,649.7,564.36,416.76,385.73,587.24,505.59,433.99,537.0,147.6,61.24,121.22,210.4,185.28
Kajal Syn & Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPV Global,,,,,,,,,,,,,,0.26,,0.25,,,,,,,,,,,,,,,,,2.45,2.7
Indian Link Ch.,,,,,2.75,7.5,3.63,4.55,3.75,1.85,1.4,1.1,,,1.55,,,,,,,0.45,0.54,0.66,0.89,4.27,2.55,2.95,,2.72,,1.85,2.53,3.88
Cranex,,,3.63,2.1,2.03,13.08,5.78,1.74,,0.96,18.28,2.55,1.2,,2.36,3.79,3.8,1.73,2.2,1.09,2.59,2.97,5.57,3.68,2.13,3.19,6.58,7.5,11.91,8.75,5.02,5.58,12.66,15.74
B & A Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,94.31,91.74
Rama Vision,,5.6,28.0,6.02,8.02,27.58,8.53,3.01,2.01,2.51,5.77,1.55,1.71,0.8,0.67,2.55,2.85,4.06,5.52,6.92,4.36,9.79,4.16,2.61,2.81,3.51,2.86,4.87,18.96,5.87,3.21,7.02,17.55,34.06
Hind.Oil Explor.,,25.5,225.0,101.97,131.21,92.97,48.73,75.72,174.39,110.47,79.91,61.11,171.87,90.78,228.28,622.56,881.39,538.77,1361.66,777.72,2993.44,2620.89,1462.14,683.12,619.18,481.51,411.7,1023.04,1440.61,1691.15,452.93,1280.12,2907.37,1588.24
Rajlaxmi Inds.,,,,,,,,,,,,,,,,,,,,,,,,,123.07,195.3,,,,,,,,
Titan Intech,,0.83,6.64,,,,,,,,,,,,,,,,,,,,2.09,3.37,5.55,12.79,15.59,3.31,3.21,1.7,0.75,0.71,2.26,24.13
PAE,,8.45,23.66,14.56,28.74,64.46,49.08,19.52,6.71,5.71,5.05,2.38,1.29,1.95,3.14,13.52,13.52,13.19,21.66,13.32,40.41,25.32,16.9,7.47,5.46,12.13,11.73,14.59,7.5,2.97,2.22,10.86,6.75,6.15
Suryalata Spg.,,8.5,12.0,6.25,16.07,21.42,8.57,4.76,4.76,2.11,8.75,3.04,2.97,2.45,12.18,23.96,37.58,24.28,15.81,3.59,17.99,42.51,21.56,21.96,19.56,47.36,38.72,67.85,59.31,59.29,37.19,55.09,142.97,246.7
Kovil. Lak. Rol.,,7.22,37.65,8.46,9.4,8.93,5.26,,4.32,2.24,2.7,3.48,3.07,1.68,4.08,11.16,17.88,20.38,14.28,6.64,12.05,15.59,12.98,14.01,11.55,17.07,23.17,44.88,33.43,22.3,15.05,25.44,37.68,49.01
Finkurve Fin.,,,,,,,,,,,,,,,,,,,,1.58,,4.57,23.56,34.5,174.36,156.98,144.9,303.32,495.56,366.6,,556.91,770.03,888.01
Harig Crankshaft,,28.77,64.48,13.89,15.94,30.68,17.8,9.42,2.09,4.4,7.22,,,,,106.52,98.84,73.36,82.04,22.48,,,,,,,,,,,,,,
Century Extrus.,,4.23,13.46,3.62,3.62,19.96,19.02,13.39,8.46,4.66,2.17,3.6,3.0,2.04,,9.24,12.6,14.19,23.69,30.56,89.6,29.68,18.56,9.76,10.24,10.16,13.6,42.8,38.16,46.88,12.8,34.0,82.8,65.68
Godrej Industrie,,,,,1700.16,797.8,400.86,180.99,270.73,228.85,285.09,363.77,97.23,70.06,221.36,531.5,2910.0,4722.94,8294.01,1682.15,4455.93,5770.79,8211.55,9888.4,10571.87,11601.36,11909.12,16958.25,18424.38,18031.88,9538.81,18256.49,15585.54,13600.19
Shriram Trans.,,2.39,28.68,8.45,17.88,28.56,20.44,11.75,13.14,8.64,11.17,21.4,32.09,58.03,103.91,360.19,1966.05,2194.23,6809.25,3729.32,11821.76,18000.07,13544.06,15784.92,17314.35,25278.97,21640.95,24453.13,32683.2,28890.9,15042.14,35982.82,30706.69,47172.22
Nilkanth Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Plast,,14.25,30.54,6.62,6.36,,2.16,2.03,1.32,2.84,,,,,,,,,,,18.54,8.82,5.85,4.13,3.02,,,,,,,,,
Jamshri Realty,,71.75,490.0,196.0,49.0,33.95,12.95,7.7,5.99,2.45,1.65,1.09,0.88,0.81,1.19,6.11,5.93,6.65,4.81,7.7,9.52,17.43,24.75,15.61,11.97,13.16,17.85,15.79,9.08,,9.43,18.79,31.3,28.64
Ganon Products,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,9.96,,,10.38,
Piramal Glass,,,,,,,,,,,,,,,,,,,547.58,57.45,735.93,908.05,910.71,618.6,861.76,,,,,,,,,
Suryavanshi Spg.,,8.82,10.92,8.19,27.72,43.79,25.43,15.26,8.76,4.38,5.99,4.38,1.13,2.26,5.99,33.31,46.79,29.0,23.66,8.37,27.4,29.86,15.92,11.94,12.38,4.32,4.52,4.6,2.92,2.38,3.93,3.83,8.07,10.57
Katare Spinning,,12.07,18.46,7.1,8.52,7.27,3.71,2.85,,,1.41,,2.55,,,4.28,4.08,3.33,4.26,5.34,4.7,6.7,5.79,4.15,5.56,6.38,4.13,5.61,3.7,2.62,3.29,3.78,129.42,51.21
Apollo Finvest,,,,,5.84,12.33,5.67,2.34,1.08,1.23,1.11,0.74,,1.41,2.75,4.09,4.29,3.78,5.18,3.6,3.94,5.18,4.12,2.7,2.63,4.45,3.89,5.34,10.07,23.53,118.82,122.78,298.12,211.28
Munoth Capital,,,,,,,,,,,,,,,,,,,,5.09,16.09,49.32,27.6,60.1,,,,,,,,,58.53,
TCPL Packaging,,4.5,33.75,5.63,10.13,16.5,4.97,2.75,3.55,4.83,4.8,3.5,4.95,3.75,6.75,12.43,27.93,22.79,29.91,14.65,38.48,34.9,36.71,57.59,60.03,380.36,455.79,555.89,520.52,334.2,144.01,395.21,656.57,1283.1
T T,,11.48,26.82,18.02,13.52,17.12,12.16,7.66,7.21,4.51,4.84,6.72,4.57,8.01,7.79,19.14,34.78,52.35,40.74,12.66,29.35,62.57,41.07,47.09,51.71,92.02,103.2,120.4,176.19,126.74,57.94,96.75,218.33,149.86
Winro Commercial,,,,0.12,,,,,,,,,,,,,4.26,12.21,22.82,25.15,,,,,,,,,,30.56,,,,
Blue Blends Pet.,,22.86,39.18,9.8,9.59,13.43,4.8,1.44,0.96,0.96,2.69,,,,,,,,,,,,,,,,,,,,,,,
Dhanuka Agritech,,2.08,4.95,0.99,4.55,7.18,4.16,2.87,3.37,4.18,3.02,1.88,,1.95,,16.6,22.53,20.79,171.9,146.88,235.83,390.0,419.75,597.5,1266.5,3372.5,2925.0,3912.77,2715.01,1869.35,1539.63,3213.44,3339.2,2785.52
I Power Solution,,,,,,,,,,,,,,,2.02,3.16,1.67,1.62,3.02,1.13,4.69,2.51,2.74,1.9,1.13,1.36,1.61,1.12,0.7,1.63,,1.7,2.19,3.26
Saraswati Commer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,14.91,201.97,308.98,257.57
Kirl. Electric,,,,,,122.68,80.24,87.18,49.28,27.8,18.95,,,,,,447.79,219.36,620.98,115.44,430.94,231.63,144.23,88.92,170.51,157.68,181.69,268.31,187.62,119.55,51.14,82.15,173.67,452.55
G G Dandekar,,,,5.56,18.5,42.63,25.85,15.13,12.13,9.49,,7.72,13.74,7.16,37.39,30.23,32.88,38.88,41.57,23.24,41.26,34.64,37.5,21.16,24.28,34.33,24.95,26.57,34.31,28.73,13.57,23.12,29.54,22.48
Super Forgings,,2.25,32.1,17.12,30.17,71.46,28.58,9.53,11.04,4.13,4.76,3.73,1.75,,,,,,,,,,,,,,,,,,,,,
Electric Control,,,4.32,,12.59,11.28,6.51,5.64,3.71,2.39,0.87,,1.26,,,,,,,,,,,,,,,,,,,,,
Shri Gang Indus,,7.7,41.25,12.38,8.25,9.83,2.85,0.88,0.71,1.14,0.97,,,,,,,,,,,,,,,,,,,,,,2.36,120.76
Manali Petrochem,,51.53,204.93,52.16,55.88,89.41,39.12,26.44,26.44,24.78,28.42,15.86,24.66,22.94,46.11,147.62,213.34,140.35,219.3,114.72,162.37,204.34,175.78,137.08,141.9,253.7,431.72,687.14,576.2,436.02,173.72,1019.96,1864.47,1034.06
Calcom Vision,,3.6,15.0,3.9,11.25,7.56,2.93,2.03,1.92,3.01,4.88,0.65,1.95,0.63,0.28,1.05,1.03,0.83,1.18,0.82,1.33,1.46,2.5,1.64,1.61,1.24,1.64,3.18,11.07,32.05,9.48,33.58,120.5,158.3
W H Brady,,,,,,,,,7.84,2.11,,,1.22,,4.08,8.84,13.21,18.21,28.15,11.08,38.0,21.7,22.57,17.76,19.89,28.56,37.89,38.82,41.96,31.24,20.29,31.26,51.11,66.27
Classic Leasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,5.04,4.29,2.74
Betex India,,,,,,,17.25,,,,,,,,,,,,,,,29.45,,13.7,,12.81,6.13,10.5,9.15,4.76,1.72,6.8,11.45,9.47
Mediaone Global,,,,,,,,,,,,,,,,,,,,172.67,125.71,117.02,123.72,,,,,,,,,,,55.54
Victoria Mills,,5.94,11.88,3.71,2.97,4.46,3.37,3.01,1.6,1.29,1.25,,0.35,0.61,1.44,3.91,20.25,27.9,24.32,10.36,33.16,27.4,24.17,16.98,16.53,18.24,28.78,30.69,33.12,23.76,13.28,17.83,21.45,21.59
Patheja Forgings,,31.85,95.98,41.72,129.78,239.78,228.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Taparia Tools,,,,,,,7.08,5.95,,8.2,,,,,,9.06,,,,,12.08,,,,,,,,,,,,3.35,3.19
GRP,,,,,,,2.7,,,,,,,,,16.96,33.92,61.06,51.62,41.9,97.24,135.93,198.95,121.32,141.01,140.81,133.03,215.73,156.94,147.23,83.13,105.6,185.25,342.54
Modi Naturals,,6.44,10.12,1.75,,1.84,0.92,0.37,,0.74,0.74,0.55,,,0.4,1.45,0.88,1.75,3.26,4.34,11.02,14.51,13.26,10.05,18.46,23.46,182.81,161.24,113.98,100.49,22.72,92.39,249.33,294.89
Purity Flex Pack,,,7.46,1.99,2.59,4.09,1.92,0.48,,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,
Agio Paper,,2.75,28.63,7.98,5.11,11.25,7.05,2.45,2.08,0.67,1.47,1.07,,0.83,1.35,5.71,11.0,8.7,10.94,3.91,5.51,11.29,11.37,4.58,3.73,2.31,,2.98,6.55,4.11,,2.87,6.63,6.03
Dynavision,,1.19,9.72,1.92,3.84,,1.15,1.73,1.54,3.07,3.07,1.11,,1.73,,,,,5.41,,,,,,,,10.23,22.46,24.58,20.16,12.08,25.92,57.58,49.94
TCM,,4.05,,4.46,8.84,12.75,15.3,7.14,3.06,5.35,,,,1.37,0.97,1.84,1.26,1.94,2.86,4.96,14.55,15.04,22.47,24.24,23.25,23.39,27.19,14.62,24.68,16.23,,13.6,16.49,24.75
Lakshmi Mills,,55.17,93.5,30.16,51.04,73.08,36.19,29.96,21.58,11.83,10.51,20.87,11.55,13.22,16.01,41.78,104.4,97.84,87.43,39.46,154.86,137.52,98.2,104.52,105.91,138.3,146.06,175.39,225.62,186.94,100.85,161.06,273.93,258.05
Ratnamani Agro,,1.42,4.97,0.91,3.7,3.08,0.85,,0.27,,,,,,,,,,,,,,,,3.71,1.45,1.45,0.82,,,,,,
Avon Mercantile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVT Natural Prod,,16.19,45.72,12.38,10.0,,4.0,3.81,,12.1,28.58,14.48,5.72,7.05,9.91,56.39,83.08,76.48,58.79,40.14,68.68,84.7,273.5,200.14,325.92,411.97,426.44,599.3,548.28,402.07,360.19,685.35,1988.28,1205.45
Primuss Pipes,,,,1.42,0.53,3.56,3.92,4.26,1.42,,,,,,,,,,,,,,,,,,,0.43,,8.14,,,,
Shreejal Info,,,,,,,,17.44,7.3,,,,,,,,22.09,6.9,10.35,9.0,3.53,3.15,3.6,2.18,5.93,26.4,,,,,,,,
Kilburn Engg.,,9.44,43.81,10.53,30.38,27.0,22.28,10.46,5.47,4.76,1.52,,0.68,1.17,6.15,,52.65,63.05,53.93,23.63,74.32,81.22,33.35,15.75,27.32,72.0,84.0,80.22,98.32,58.34,17.64,64.45,171.03,337.6
Ginni Filaments,,25.38,117.12,44.4,32.78,61.7,25.15,12.58,29.7,13.53,44.55,13.2,10.73,14.85,28.25,62.87,109.93,91.26,53.16,26.43,75.52,83.65,39.56,36.1,67.82,90.29,107.81,251.87,190.05,94.04,42.67,155.53,372.58,147.4
Nirav Commercial,,,,,,,,2.94,,2.0,,,,,,21.06,,114.08,31.41,8.42,18.83,10.92,7.02,19.41,20.23,8.89,4.36,9.12,8.95,9.25,,13.77,15.29,18.42
Vadilal Enterp.,,,,,2.15,3.66,3.18,1.72,,1.33,0.95,,,0.69,3.48,2.37,7.54,5.26,6.54,2.84,6.6,9.89,8.51,12.34,11.89,21.5,48.46,55.25,90.3,77.62,88.15,156.21,147.02,309.51
IMEC Services,,14.88,74.39,21.61,30.01,21.67,10.42,4.63,2.19,1.68,3.36,3.78,2.52,4.54,11.91,38.25,22.2,26.42,40.12,17.93,50.45,74.99,,31.25,15.25,27.45,20.4,13.0,8.9,9.5,8.5,6.15,9.55,8.1
Sanco Trans,,5.76,10.8,2.52,,,2.79,3.65,2.7,2.32,2.28,,,,,3.51,9.74,14.65,24.93,16.92,38.9,33.3,40.23,31.58,34.54,51.25,44.35,49.14,45.06,38.7,21.6,40.05,120.05,125.81
Bentley Commerc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keerthi Indus,,,,4.41,2.94,5.88,2.45,1.23,0.54,4.93,,0.55,,,,,,,,,,20.41,23.66,11.87,5.77,28.75,112.28,149.05,97.84,48.64,24.58,75.11,139.47,112.16
Kakatiya Cement,,,36.0,9.59,37.68,77.7,44.4,13.32,14.06,14.02,21.28,14.06,14.84,17.25,27.89,66.9,72.65,58.12,64.1,40.99,68.38,55.36,62.16,58.28,59.71,93.01,156.02,241.3,195.3,135.28,86.05,131.86,173.27,147.63
Neptune Exports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Tension,,,13.2,3.02,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polar Pharma (I),,6.3,25.2,8.05,13.8,,8.53,4.81,2.88,4.37,3.65,1.5,4.39,3.11,11.05,22.74,26.5,16.67,8.11,2.96,3.5,3.12,2.53,,,,,,,,,,,
Reliance Capital,,82.0,540.0,180.47,525.0,1590.68,983.33,681.85,811.14,436.12,2149.74,798.27,674.13,625.24,1691.1,2296.4,11575.87,16409.31,30200.21,8684.25,18536.47,14279.7,9625.01,7680.85,8498.8,10725.53,9300.68,15541.97,10702.04,5160.32,113.47,271.91,420.76,202.67
Saka,,0.95,30.87,18.39,24.19,19.35,8.95,3.39,1.11,2.18,3.39,,,,,,,,,,,,,,,,,,,,,,,
Belapur Inds.,,,,,,,7.23,5.96,6.41,,,,,,1.94,2.01,5.59,3.46,5.51,2.43,2.53,2.66,1.99,,,,,,,,,,,
Voltaire Leasing,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,,14.26,8.32,,,7.66,11.12,6.23
Sh. Jagdamba Pol,,,,,,3.04,,,,,,,,,,,,,,,,,,,,30.76,37.4,63.8,175.6,212.25,101.07,446.18,760.37,426.03
Birla Precision,,13.73,32.4,7.2,9.0,7.2,3.96,4.32,5.77,5.56,8.98,,,6.88,11.73,18.4,35.04,54.4,64.72,23.68,75.32,41.02,19.23,12.95,11.85,15.85,13.79,26.06,36.07,88.05,25.35,65.4,169.38,218.01
Thiru Aroor. Su.,,,58.72,53.22,168.82,110.57,110.57,66.65,80.84,51.6,55.85,32.47,33.86,26.88,74.12,173.67,239.3,125.37,117.73,,196.35,204.89,90.22,71.77,72.45,29.04,69.79,65.26,35.21,,,,,
Hind Lever Ch-Me,,17.34,50.58,60.69,158.95,169.07,85.26,172.53,332.35,441.88,683.57,260.7,220.78,202.44,,,,,,,,,,,,,,,,,,,,
Rajinder Pipes,,5.89,14.72,14.39,40.55,93.8,41.58,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,
Salzer Electron.,,1.44,6.48,2.16,,11.16,4.95,3.85,,2.89,2.59,1.38,,1.51,3.76,10.36,50.53,46.55,48.97,25.76,112.41,54.69,59.37,55.92,63.68,240.35,255.4,267.23,298.21,188.04,97.41,195.15,293.84,409.99
Modern Steels,,10.25,37.28,10.25,5.59,7.92,6.06,2.4,1.96,1.05,1.27,0.48,0.46,,3.64,46.03,33.12,25.43,29.06,8.13,43.41,48.22,18.07,9.2,10.75,13.97,8.4,11.15,24.63,15.14,10.32,5.37,32.69,18.06
Tea Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indl.& Prud.Inv.,,,,,,,,6.61,6.36,5.98,,,,,15.2,24.42,44.66,70.18,52.06,24.94,56.55,76.86,75.23,69.19,89.9,136.3,136.3,227.09,207.7,176.47,122.17,187.69,248.78,300.14
Sterling Biotech,,,30.0,16.0,26.0,66.93,33.83,24.64,,18.39,,95.76,204.25,280.59,731.09,1221.67,2710.81,4279.28,4088.54,3777.68,2380.65,2764.73,570.63,136.36,229.86,189.89,107.78,117.03,45.18,,,,,
Tasty Bite Eat.,,,,,3.0,2.4,2.0,,4.6,,17.2,5.77,6.42,8.43,4.77,7.07,10.57,14.11,9.94,4.23,42.6,34.41,32.83,35.65,61.31,155.24,433.78,1195.37,1915.06,2144.82,2309.35,3692.77,2787.88,2060.14
Precot,,,,,,,37.5,79.65,33.06,29.16,30.0,22.23,,,,,154.34,126.07,57.89,27.04,112.56,115.34,64.33,70.96,79.8,65.64,50.94,103.56,70.26,52.8,25.74,129.72,379.56,217.92
Super Spinning,,,,,,,137.5,137.5,23.1,18.15,20.05,22.0,14.05,29.29,49.45,130.05,212.05,113.03,73.7,22.55,60.56,59.9,33.33,27.06,30.75,31.79,35.75,66.83,64.52,33.11,13.48,22.83,63.36,34.54
India Nipp.Elec.,,,,,,,,,59.8,154.5,128.75,90.95,85.48,131.66,274.32,218.16,218.16,153.68,115.06,72.72,165.64,196.34,193.74,191.76,225.13,474.57,421.86,625.1,1047.15,953.72,430.15,834.17,961.3,748.43
Rolta India,,23.31,135.92,72.86,,213.23,97.64,58.87,95.23,365.57,2239.51,1090.12,716.19,466.85,404.75,802.49,1178.02,3738.4,3962.16,2028.6,2707.99,2078.74,1293.06,1002.67,1182.55,2620.0,1229.23,954.42,949.46,116.29,36.66,52.92,83.28,26.54
